0	0	0.0	0.0	
-13	400	0.0	0.0	
-8	250	0.0	0.0	
-16	500	0.0	0.0	
-5	150	0.0	0.0	
-3	100	0.0	0.0	
-11	350	0.0	0.0	
-10	300	0.0	0.0	
-2	50	0.0	0.0	
-15	450	0.0	0.0	
-6	200	0.0	0.0	
-14	450	0.0	0.0	
-7	200	0.0	0.0	
-1	50	0.0	0.0	
-12	350	0.0	0.0	
-9	300	0.0	0.0	
-4	100	0.0	0.0	
-17	500	0.0	0.0	
-4	150	0.0	0.0	
-12	400	0.0	0.0	
-9	250	0.0	0.0	
-1	0	0.0	0.0	
1	0	0.0	0.0	
-14	400	0.0	0.0	
-7	250	0.0	0.0	
-15	500	0.0	0.0	
-6	150	0.0	0.0	
-2	100	0.0	0.0	
-11	300	0.0	0.0	
-10	350	0.0	0.0	
-3	50	0.0	0.0	
-16	450	0.0	0.0	
-5	200	0.0	0.0	
-13	450	0.0	0.0	
-8	200	0.0	0.0	
0	50	0.0	0.0	
-13	350	0.0	0.0	
-8	300	0.0	0.0	
-5	100	0.0	0.0	
-18	500	0.0	0.0	
-3	150	0.0	0.0	
-11	400	0.0	0.0	
-10	250	0.0	0.0	
-2	0	0.0	0.0	
2	0	0.0	0.0	
-15	400	0.0	0.0	
-6	250	0.0	0.0	
-14	500	0.0	0.0	
-7	150	0.0	0.0	
-1	100	0.0	0.0	
-12	300	0.0	0.0	
-9	350	0.0	0.0	
-4	50	0.0	0.0	
-17	450	0.0	0.0	
-4	200	0.0	0.0	
-12	450	0.0	0.0	
-9	200	0.0	0.0	
1	50	0.0	0.0	
-14	350	0.0	0.0	
-7	300	0.0	0.0	
-6	100	0.0	0.0	
-19	500	0.0	0.0	
-2	150	0.0	0.0	
-11	250	0.0	0.0	
-10	400	0.0	0.0	
-3	0	0.0	0.0	
3	0	0.0	0.0	
-16	400	0.0	0.0	
-5	250	0.0	0.0	
-13	500	0.0	0.0	
-8	150	0.0	0.0	
0	100	0.0	0.0	
-13	300	0.0	0.0	
-8	350	0.0	0.0	
-5	50	0.0	0.0	
-18	450	0.0	0.0	
-3	200	0.0	0.0	
-11	450	0.0	0.0	
-10	200	0.0	0.0	
2	50	0.0	0.0	
-15	350	0.0	0.0	
-6	300	0.0	0.0	
-7	100	0.0	0.0	
-20	500	0.0	0.0	
-1	150	0.0	0.0	
-12	250	0.0	0.0	
-9	400	0.0	0.0	
-4	0	0.0	0.0	
4	0	0.0	0.0	
-17	400	0.0	0.0	
-4	250	0.0	0.0	
-12	500	0.0	0.0	
-9	150	0.0	0.0	
1	100	0.0	0.0	
-14	300	0.0	0.0	
-7	350	0.0	0.0	
-6	50	0.0	0.0	
-19	450	0.0	0.0	
-2	200	0.0	0.0	
-11	200	0.0	0.0	
-10	450	0.0	0.0	
3	50	0.0	0.0	
-16	350	0.0	0.0	
-5	300	0.0	0.0	
-8	100	0.0	0.0	
-21	500	0.008372403071979659	1.6527261050095976E-4	
0	150	0.0	0.0	
-13	250	0.0	0.0	
-8	400	0.0	0.0	
-5	0	0.0	0.0	
5	0	0.0	0.0	
-18	400	0.0	0.0	
-3	250	0.0	0.0	
-11	500	0.0	0.0	
-10	150	0.0	0.0	
2	100	0.0	0.0	
-15	300	0.0	0.0	
-6	350	0.0	0.0	
-7	50	0.0	0.0	
-20	450	0.0	0.0	
-1	200	0.0	0.0	
-12	200	0.0	0.0	
-9	450	0.0	0.0	
4	50	0.0	0.0	
-17	350	0.0	0.0	
-4	300	0.0	0.0	
-9	100	0.0	0.0	
-22	500	0.0	0.0	
1	150	0.0	0.0	
-14	250	0.0	0.0	
-7	400	0.0	0.0	
-6	0	0.0	0.0	
6	0	0.0	0.0	
-19	400	0.0	0.0	
-2	250	0.0	0.0	
-11	150	0.0	0.0	
-10	500	0.0	0.0	
3	100	0.0	0.0	
-16	300	0.0	0.0	
-5	350	0.0	0.0	
-8	50	0.0	0.0	
-21	450	0.0	0.0	
0	200	0.0	0.0	
-13	200	0.0	0.0	
-8	450	0.0	0.0	
5	50	0.0	0.0	
-18	350	0.0	0.0	
-3	300	0.0	0.0	
-10	100	0.0	0.0	
-23	500	0.0	0.0	
2	150	0.0	0.0	
-15	250	0.0	0.0	
-6	400	0.0	0.0	
-7	0	0.0	0.0	
7	0	0.0	0.0	
-20	400	0.0	0.0	
-1	250	0.0	0.0	
-12	150	0.0	0.0	
-9	500	0.0	0.0	
4	100	0.0	0.0	
-17	300	0.0	0.0	
-4	350	0.0	0.0	
-9	50	0.0	0.0	
